Topic,Abstract
covid-19,"As of January 3, 2021, a total of 20,346,372 cases of coronavirus disease 2019 (COVID-19) and 349,246 associated deaths have been reported in the United States. Long-term sequalae of COVID-19 over the course of a lifetime currently are unknown; however, persistent symptoms and serious complications are being reported among COVID-19 survivors, including persons who initially experience a mild acute illness.* On December 11, 2020, the Food and Drug Administration (FDA) issued an Emergency Use Authorization (EUA) for Pfizer-BioNTech COVID-19 vaccine to prevent COVID-19, administered as 2 doses separated by 21 days. On December 12, 2020, the Advisory Committee on Immunization Practices (ACIP) issued an interim recommendation for use of Pfizer-BioNTech COVID-19 vaccine (1); initial doses were recommended for health care personnel and long-term care facility residents (2). As of December 23, 2020, a reported 1,893,360 first doses of Pfizer-BioNTech COVID-19 vaccine had been administered in the United States, and reports of 4,393 (0.2%) adverse events after receipt of Pfizer BioNTech COVID-19 vaccine had been submitted to the Vaccine Adverse Event Reporting System (VAERS). Among these, 175 case reports were identified for further review as possible cases of severe allergic reaction, including anaphylaxis. Anaphylaxis is a life-threatening allergic reaction that does occur rarely after vaccination, with onset typically within minutes to hours (3). Twenty-one cases were determined to be anaphylaxis (a rate of 11.1 per million doses administered), including 17 in persons with a documented history of allergies or allergic reactions, seven of whom had a history of anaphylaxis. The median interval from vaccine receipt to symptom onset was 13 minutes (range = 2-150 minutes). Among 20 persons with follow-up information available, all had recovered or been discharged home. Of the remaining case reports that were determined not to be anaphylaxis, 86 were judged to be nonanaphylaxis allergic reactions, and 61 were considered nonallergic adverse events. Seven case reports were still under investigation. This report summarizes the clinical and epidemiologic characteristics of case reports of allergic reactions, including anaphylaxis and nonanaphylaxis allergic reactions, after receipt of the first dose of Pfizer-BioNTech COVID-19 vaccine during December 14-23, 2020, in the United States. CDC has issued updated interim clinical considerations for use of mRNA COVID-19 vaccines currently authorized in the United States (4) and interim considerations for preparing for the potential management of anaphylaxis (5). In addition to screening for contraindications and precautions before administering COVID-19 vaccines, vaccine locations should have the necessary supplies available to manage anaphylaxis, should implement postvaccination observation periods, and should immediately treat persons experiencing anaphylaxis signs and symptoms with intramuscular injection of epinephrine (4,5)."
covid-19,"The ongoing pandemic of coronavirus disease 2019 (COVID-19) caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has made a serious public health threat worldwide with millions of people at risk in a growing number of countries. Though there are no clinically approved antiviral drugs and vaccines for COVID-19, attempts are ongoing for clinical trials of several known antiviral drugs, their combination, as well as development of vaccines in patients with confirmed COVID-19. This review focuses on the latest approaches to diagnostics and therapy of COVID-19. We have summarized recent progress on the conventional therapeutics such as antiviral drugs, vaccines, anti-SARS-CoV-2 antibody treatments, and convalescent plasma therapy which are currently under extensive research and clinical trials for the treatment of COVID-19. The developments of nanoparticle-based therapeutic and diagnostic approaches have been also discussed for COVID-19. We have assessed recent literature data on this topic and made a summary of current development and future perspectives."
covid-19,According to this study: The antiviral remdesivir is superior to placebo in the treatment of patients hospitalized with COVID-19.A variety of therapeutic approaches are needed to continue to improve outcomes in COVID-19 patients.
covid-19,"Background The infectious coronavirus disease 2019 (COVID-19) pandemic is an ongoing global healthcare challenge. Up to one-third of hospitalised patients develop severe pulmonary complications and acute respiratory distress syndrome. Pulmonary outcomes following COVID-19 are unknown. Methods The Swiss COVID-19 lung study is a multicentre prospective cohort investigating pulmonary sequelae of COVID-19. We report on initial follow-up 4 months after mild/moderate or severe/critical COVID-19 according to the World Health Organization severity classification. Results 113 COVID-19 survivors were included (mild/moderate n=47, severe/critical n=66). We confirmed several comorbidities as risk factors for severe/critical disease. Severe/critical disease was associated with impaired pulmonary function, i.e. diffusing capacity of the lung for carbon monoxide (DLCO) % predicted, reduced 6-min walk distance (6MWD) and exercise-induced oxygen desaturation. After adjustment for potential confounding by age, sex and body mass index (BMI), patients after severe/critical COVID-19 had a DLCO 20.9% pred (95% CI 12.4–29.4% pred, p=0.01) lower at follow-up. DLCO % pred was the strongest independent factor associated with previous severe/critical disease when age, sex, BMI, 6MWD and minimal peripheral oxygen saturation at exercise were included in the multivariable model (adjusted odds ratio per 10% predicted 0.59, 95% CI 0. 37–0.87; p=0.01). Mosaic hypoattenuation on chest computed tomography at follow-up was significantly associated with previous severe/critical COVID-19 including adjustment for age and sex (adjusted OR 11.7, 95% CI 1.7–239; p=0.03). Conclusions 4 months after severe acute respiratory syndrome coronavirus 2 infection, severe/critical COVID-19 was associated with significant functional and radiological abnormalities, potentially due to small-airway and lung parenchymal disease. A systematic follow-up for survivors needs to be evaluated to optimise care for patients recovering from COVID-19. COVID-19 pulmonary sequelae are unknown. The Swiss COVID-19 lung study reports on initial follow-up findings. Severe or critical COVID-19 was associated with significant functional impairment and radiological abnormalities after 4 months. https://bit.ly/34sNVvi"
covid-19,"Severe coronavirus disease 2019 (COVID-19) is characterized by systemic hyper-inflammation, acute respiratory distress syndrome, and multiple organ failure. Cytokine storm refers to a set of clinical conditions caused by excessive immune reactions and has been recognized as a leading cause of severe COVID-19. While comparisons have been made between COVID-19 cytokine storm and other kinds of cytokine storm such as hemophagocytic lymphohistiocytosis and cytokine release syndrome, the pathogenesis of cytokine storm has not been clearly elucidated yet. Recent studies have shown that impaired response of type-1 IFNs in early stage of COVID-19 infection played a major role in the development of cytokine storm, and various cytokines such as IL-6 and IL-1 were involved in severe COVID-19. Furthermore, many clinical evidences have indicated the importance of anti-inflammatory therapy in severe COVID-19. Several approaches are currently being used to treat the observed cytokine storm associated with COVID-19, and expectations are especially high for new cytokine-targeted therapies, such as tocilizumab, anakinra, and baricitinib. Although a number of studies have been conducted on anti-inflammatory treatments for severe COVID-19, no specific recommendations have been made on which drugs should be used for which patients and when. In this review, we provide an overview of cytokine storm in COVID-19 and treatments currently being used to address it. In addition, we discuss the potential therapeutic role of extracorporeal cytokine removal to treat the cytokine storm associated with COVID-19."
covid-19,"Vaccine hesitancy forms a critical barrier to the uptake of COVID-19 vaccine in high-income countries or regions. This review aims to summarize rates of COVID-19 hesitancy and its determinants in high-income countries or regions. A scoping review was conducted in Medline®, Embase®, CINAHL®, and Scopus® and was reported in accordance with the PRISMA-SCr checklist. The search was current as of March 2021. Studies which evaluated COVID-19 vaccine hesitancy and its determinants in high-income countries (US$12,536 or more GNI per capita in 2019) were included. Studies conducted in low, lower-middle, and upper-middle income countries or regions were excluded. Factors associated with vaccine hesitancy were grouped into four themes (vaccine specific, individual, group, or contextual related factors). Of 2237 articles retrieved, 97 articles were included in this review. Most studies were conducted in U.S. (n = 39) and Italy (n = 9). The rates of vaccine hesitancy across high-income countries or regions ranged from 7–77.9%. 46 studies (47.4%) had rates of 30% and more. Younger age, females, not being of white ethnicity and lower education were common contextual factors associated with increased vaccine hesitancy. Lack of recent history of influenza vaccination, lower self-perceived risk of contracting COVID-19, lesser fear of COVID-19, believing that COVID-19 is not severe and not having chronic medical conditions were most frequently studied individual/group factors associated with increased vaccine hesitancy. Common vaccine-specific factors associated with increased vaccine hesitancy included beliefs that vaccine are not safe/effective and increased concerns about rapid development of COVID-19 vaccines. Given the heterogeneity in vaccine hesitancy definitions used across studies, there is a need for standardization in its assessment. This review has summarized COVID-19 vaccine hesitancy determinants that national policymakers can use when formulating health policies related to COVID-19 vaccination."
evolution,"Mitochondrial DNA was purified from four species of higher primates (Guinea baboon, rhesus macaque, guenon, and human) and digested with 11 restriction endonucleases. A cleavage map was constructed for the mitochondrial DNA of each species. Comparison of the maps, aligned with respect to the origin and direction of DNA replication, revealed that the species differ from one another at most of the cleavage sites. The degree of divergence in nucleotide sequence at these sites was calculated from the fraction of cleavage sites shared by each pair of species. By plotting the degree of divergence in mitochondrial DNA against time of divergence, the rate of base substitution could be calculated from the initial slope of the curve. The value obtained, 0.02 substitutions per base pair per million years, was compared with the value for single-copy nuclear DNA. The rate of evolution of the mitochondrial genome appears to exceed that of the single-copy fraction of the nuclear genome by a factor of about 10. This high rate may be due, in part, to an elevated rate of mutation in mitochondrial DNA. Because of the high rate of evolution, mitochondrial DNA is likely to be an extremely useful molecule to employ for high-resolution analysis of the evolutionary process."
evolution,"Foreword This author maintains that growing organizations move through five distinguishable phases of development, each of which contains a relatively calm period of growth that ends with a management crisis. He argues, moreover, that since each phase is strongly influenced by the previous one, a management with a sense of its own organization's history can anticipate and prepare for the next developmental crisis. This article provides a prescription for appropriate management action in each of the five phases, and it shows how companies can turn organizational crises into opportunities for the future growth. Mr. Greiner is associate professor of organizational behavior at the Harvard Business School and the author of several Harvard Business Review articles on organization development."
evolution,"Level set methods have been widely used in image processing and computer vision. In conventional level set formulations, the level set function typically develops irregularities during its evolution, which may cause numerical errors and eventually destroy the stability of the evolution. Therefore, a numerical remedy, called reinitialization, is typically applied to periodically replace the degraded level set function with a signed distance function. However, the practice of reinitialization not only raises serious problems as when and how it should be performed, but also affects numerical accuracy in an undesirable way. This paper proposes a new variational level set formulation in which the regularity of the level set function is intrinsically maintained during the level set evolution. The level set evolution is derived as the gradient flow that minimizes an energy functional with a distance regularization term and an external energy that drives the motion of the zero level set toward desired locations. The distance regularization term is defined with a potential function such that the derived level set evolution has a unique forward-and-backward (FAB) diffusion effect, which is able to maintain a desired shape of the level set function, particularly a signed distance profile near the zero level set. This yields a new type of level set evolution called distance regularized level set evolution (DRLSE). The distance regularization effect eliminates the need for reinitialization and thereby avoids its induced numerical errors. In contrast to complicated implementations of conventional level set formulations, a simpler and more efficient finite difference scheme can be used to implement the DRLSE formulation. DRLSE also allows the use of more general and efficient initialization of the level set function. In its numerical implementation, relatively large time steps can be used in the finite difference scheme to reduce the number of iterations, while ensuring sufficient numerical accuracy. To demonstrate the effectiveness of the DRLSE formulation, we apply it to an edge-based active contour model for image segmentation, and provide a simple narrowband implementation to greatly reduce computational cost."
evolution,Introduction PART I: A COMPARISON OF EVOLUTIONARY ALGORITHMS 1. Organic Evolution and Problem Solving 2. Specific Evolutionary Algorithms 3. Artificial Landscapes 4. An Empirical Comparison PART II: EXTENDING GENETIC ALGORITHMS 5. Selection 6. Mutation 7. An Experiment in Meta-Evolution Summary and Outlook Appendix A: Data for the Fletcher-Powell Function Appendix B: Data from Selection Experiments Appendix D: The Multiprocessor Environment Appendix E: Mathematical Symbols Bibliography Index
evolution,"Wireless microsensor networks have been identified as one of the most important technologies for the 21st century. This paper traces the history of research in sensor networks over the past three decades, including two important programs of the Defense Advanced Research Projects Agency (DARPA) spanning this period: the Distributed Sensor Networks (DSN) and the Sensor Information Technology (SensIT) programs. Technology trends that impact the development of sensor networks are reviewed, and new applications such as infrastructure security, habitat monitoring, and traffic control are presented. Technical challenges in sensor network development include network discovery, control and routing, collaborative signal and information processing, tasking and querying, and security. The paper concludes by presenting some recent research results in sensor network algorithms, including localized algorithms and directed diffusion, distributed tracking in wireless ad hoc networks, and distributed classification using local agents."
evolution,"How do real graphs evolve over time? What are normal growth patterns in social, technological, and information networks? Many studies have discovered patterns in static graphs, identifying properties in a single snapshot of a large network or in a very small number of snapshots; these include heavy tails for in- and out-degree distributions, communities, small-world phenomena, and others. However, given the lack of information about network evolution over long periods, it has been hard to convert these findings into statements about trends over time.
 Here we study a wide range of real graphs, and we observe some surprising phenomena. First, most of these graphs densify over time with the number of edges growing superlinearly in the number of nodes. Second, the average distance between nodes often shrinks over time in contrast to the conventional wisdom that such distance parameters should increase slowly as a function of the number of nodes (like O(log n) or O(log(log n)).
 Existing graph generation models do not exhibit these types of behavior even at a qualitative level. We provide a new graph generator, based on a forest fire spreading process that has a simple, intuitive justification, requires very few parameters (like the flammability of nodes), and produces graphs exhibiting the full range of properties observed both in prior work and in the present study.
 We also notice that the forest fire model exhibits a sharp transition between sparse graphs and graphs that are densifying. Graphs with decreasing distance between the nodes are generated around this transition point.
 Last, we analyze the connection between the temporal evolution of the degree distribution and densification of a graph. We find that the two are fundamentally related. We also observe that real networks exhibit this type of relation between densification and the degree distribution."
evolution,"The author shows how a group of individuals can learn to play a coordination game without any common knowledge and with only a small amount of rationality. The game is repeated many times by different players. Each player chooses an optimal reply based on incomplete information about what other players have done in the past. Occasionally they make mistakes. When the likelihood of mistakes is very small, typically one coordination equilibrium will be played almost all of the time over the long run. This stochastically stable equilibrium can be computed analytically using a general theorem the author proves on perturbed Markov processes. Copyright 1993 by The Econometric Society."
evolution,"Abstract Environmental niche models, which are generated by combining species occurrence data with environmental GIS data layers, are increasingly used to answer fundamental questions about niche evolution, speciation, and the accumulation of ecological diversity within clades. The question of whether environmental niches are conserved over evolutionary time scales has attracted considerable attention, but often produced conflicting conclusions. This conflict, however, may result from differences in how niche similarity is measured and the specific null hypothesis being tested. We develop new methods for quantifying niche overlap that rely on a traditional ecological measure and a metric from mathematical statistics. We reexamine a classic study of niche conservatism between sister species in several groups of Mexican animals, and, for the first time, address alternative definitions of “niche conservatism” within a single framework using consistent methods. As expected, we find that environmental niches of sister species are more similar than expected under three distinct null hypotheses, but that they are rarely identical. We demonstrate how our measures can be used in phylogenetic comparative analyses by reexamining niche divergence in an adaptive radiation of Cuban anoles. Our results show that environmental niche overlap is closely tied to geographic overlap, but not to phylogenetic distances, suggesting that niche conservatism has not constrained local communities in this group to consist of closely related species. We suggest various randomization tests that may prove useful in other areas of ecology and evolutionary biology."
evolution,"The electrochemical hydrogen evolution reaction is catalyzed most effectively by the Pt group metals. As H2 is considered as a future energy carrier, the need for these catalysts will increase and alternatives to the scarce and expensive Pt group catalysts will be needed. We analyze the ability of different metal surfaces and of the enzymes nitrogenase and hydrogenase to catalyze the hydrogen evolution reaction and find a necessary criterion for high catalytic activity. The necessary criterion is that the binding free energy of atomic hydrogen to the catalyst is close to zero. The criterion enables us to search for new catalysts, and inspired by the nitrogenase active site, we find that MoS2 nanoparticles supported on graphite are a promising catalyst. They catalyze electrochemical hydrogen evolution at a moderate overpotential of 0.1-0.2 V."
evolution,"Darwin (1859, pp. 11-14, 143-150) stressed the evolutionary importance of covariation between characters in populations and its ""most imperfectly understood"" connection with correlated responses to artificial and natural selection. After the turn of the century the discoveries of pervasive pleiotropy and linkage of Mendelian factors revealed the underlying genetic mechanisms. Existing theory on the dynamics of correlated characters has been developed in the limited framework of practical plant and animal breeding. Methods of multivariate analysis, functional analysis and optimality criteria popular among evolutionists, do not account for dynamical constraints imposed by the pattern of genetic variation within populations. Consideration of phenotypic variation often does not suggest any clear mechanism connecting growth patterns or adult variation to interspecific evolution. When there is individual variation in development, no necessary correspondence exists between ontogenetic and adult variation in a population (Cock, 1966, pp. 148-15 1). It is also common for the pattern of adult variation within a species to differ from that at higher taxonomic levels (Simpson, 1953, pp. 25-29). An example which will be investigated here is the brain weight:body weight relationship. At various taxonomic levels, brain and body weights tend to follow the allometric equation"
evolution,"Gene duplicates are prevalent in plants and in some cases contribute to evolutionary novelty. Ancient duplication events and a high rate of retention of extant pairs of duplicate genes have contributed to an abundance of duplicate genes in plant genomes. These duplicates have contributed to the evolution of novel functions, such as the production of floral structures, induction of disease resistance, and adaptation to stress. Additionally, recent whole-genome duplications that have occurred in the lineages of several domesticated crop species, including wheat (Triticum aestivum), cotton (Gossypium hirsutum), and soybean (Glycine max), have contributed to important agronomic traits, such as grain quality, fruit shape, and flowering time. Therefore, understanding the mechanisms and impacts of gene duplication will be important to future studies of plants in general and of agronomically important crops in particular. In this review, we survey the current knowledge about gene duplication, including gene duplication mechanisms, the potential fates of duplicate genes, models explaining duplicate gene retention, the properties that distinguish duplicate from singleton genes, and the evolutionary impact of gene duplication."
evolution,Problems and Methods of Optimization Hill Climbing Strategies Random Strategies Evolution Strategies for Numerical Optimization Comparison of Direct Search Strategies for Parameter Optimization.
evolution,"We introduce a simple evolution scheme for multiobjective optimization problems, called the Pareto Archived Evolution Strategy (PAES). We argue that PAES may represent the simplest possible nontrivial algorithm capable of generating diverse solutions in the Pareto optimal set. The algorithm, in its simplest form, is a (11) evolution strategy employing local search but using a reference archive of previously found solutions in order to identify the approximate dominance ranking of the current and candidate solution vectors. (11)-PAES is intended to be a baseline approach against which more involved methods may be compared. It may also serve well in some real-world applications when local search seems superior to or competitive with population-based methods. We introduce (1) and () variants of PAES as extensions to the basic algorithm. Six variants of PAES are compared to variants of the Niched Pareto Genetic Algorithm and the Nondominated Sorting Genetic Algorithm over a diverse suite of six test functions. Results are analyzed and presented using techniques that reduce the attainment surfaces generated from several optimization runs into a set of univariate distributions. This allows standard statistical analysis to be carried out for comparative purposes. Our results provide strong evidence that PAES performs consistently well on a range of multiobjective optimization tasks."
evolution,"In historical biogeography, model-based inference methods for reconstructing the evolution of geographic ranges on phylogenetic trees are poorly developed relative to the diversity of analogous methods available for inferring character evolution. We attempt to rectify this deficiency by constructing a dispersal-extinction-cladogenesis (DEC) model for geographic range evolution that specifies instantaneous transition rates between discrete states (ranges) along phylogenetic branches and apply it to estimating likelihoods of ancestral states (range inheritance scenarios) at cladogenesis events. Unlike an earlier version of this approach, the present model allows for an analytical solution to probabilities of range transitions as a function of time, enabling free parameters in the model, rates of dispersal, and local extinction to be estimated by maximum likelihood. Simulation results indicate that accurate parameter estimates may be difficult to obtain in practice but also show that ancestral range inheritance scenarios nevertheless can be correctly recovered with high success if rates of range evolution are low relative to the rate of cladogenesis. We apply the DEC model to a previously published, exemplary case study of island biogeography involving Hawaiian endemic angiosperms in Psychotria (Rubiaceae), showing how the DEC model can be iteratively refined from inspecting inferences of range evolution and also how geological constraints involving times of island origin may be imposed on the likelihood function. The DEC model is sufficiently similar to character models that it might serve as a gateway through which many existing comparative methods for characters could be imported into the realm of historical biogeography; moreover, it might also inspire the conceptual expansion of character models toward inclusion of evolutionary change as directly coincident, either as cause or consequence, with cladogenesis events. The DEC model is thus an incremental advance that highlights considerable potential in the nascent field of model-based historical biogeographic inference."
evolution,"By this definition, culture has proven to be widespread in the animal kingdom. The social transmission system of Norway rats was dissected in a classic series of papers by BG Galef (1988) and his colleagues. Andrew Whiten (Whiten, McGuigan, Marshall-Pescini, & Hopper, 2009), Michael Tomasello (Herrmann, Call, Hernandez-Lloreda, Hare, & Tomasello, 2007) and their colleagues have studied social transmission in apes and humans in a comparative framework. This work shows that chimpanzees are rather good social learners compared to other animals, but humans prove to be much better social learners than our nearest relatives. Human children are compulsive imitators. The quantity of information that humans can acquire by social transmission thus far outpaces that of any other species. Humans can thus build up complex cultural adaptations by cumulating successive innovations to eventually evolve structures and behaviors that rival organic adaptations in their sophistication and diversity. For example, beginning about 11,000 years ago, foraging peoples who harvested wild plants began to experiment with simple schemes for encouraging the plants they targeted (Richerson, Boyd, & Bettinger, 2001). Over the subsequent few thousand years, such experiments eventually resulted in the creation of a diverse set of artificial agroecosystems based upon domesticated plants and animals. Systems adapted to most climates and soils on earth evolved, ranging from root crop dominated systems in the poor soils of tropical rain forests to caribou herding near the Arctic Circle. In favored areas, agriculture led to dense settled populations, intricately adapted agricultural technology, and complex social systems. Humans are the only species we know that is highly specialized for social learning and cultural adaptations. These skills led to a cultural adaptive radiation that bears comparison with the rapid radiations hundreds of new species of fishes in large tropical lakes."
evolution,"Resistance on a background of tolerance Bacteria survive antibiotic exposure either because they are quiescent when antibiotics are around in the highest concentrations (i.e., tolerance) or because they acquire active biochemical resistance mechanisms (i.e., resistance). Both tolerance and resistance involve the acquisition of mutations from the wild type. Levin-Reisman et al. used in vitro evolution experiments to show that populations of bacteria that become genetically resistant to the antibiotic ampicillin most quickly do so on a background of tolerance mutations (see the Perspective by Lewis and Shan). Because the probability of a tolerant organism surviving is higher, it has a greater chance of subsequently acquiring resistance mutations. Tolerance is often overlooked in the clinic but should in future be screened for and targeted more precisely to reduce the rates of acquired resistance. Science, this issue p. 826; see also p. 796 Tolerance to antibiotics is often overlooked in the clinic, but tolerance drives the rapid evolution of resistance. Controlled experimental evolution during antibiotic treatment can help to explain the processes leading to antibiotic resistance in bacteria. Recently, intermittent antibiotic exposures have been shown to lead rapidly to the evolution of tolerance—that is, the ability to survive under treatment without developing resistance. However, whether tolerance delays or promotes the eventual emergence of resistance is unclear. Here we used in vitro evolution experiments to explore this question. We found that in all cases, tolerance preceded resistance. A mathematical population-genetics model showed how tolerance boosts the chances for resistance mutations to spread in the population. Thus, tolerance mutations pave the way for the rapid subsequent evolution of resistance. Preventing the evolution of tolerance may offer a new strategy for delaying the emergence of resistance."
evolution,"Trends in electrocatalytic activity of the oxygen evolution reaction (OER) are investigated on the basis of a large database of HO* and HOO* adsorption energies on oxide surfaces. The theoretical overpotential was calculated by applying standard density functional theory in combination with the computational standard hydrogen electrode (SHE) model. We showed that by the discovery of a universal scaling relation between the adsorption energies of HOO* vs HO*, it is possible to analyze the reaction free energy diagrams of all the oxides in a general way. This gave rise to an activity volcano that was the same for a wide variety of oxide catalyst materials and a universal descriptor for the oxygen evolution activity, which suggests a fundamental limitation on the maximum oxygen evolution activity of planar oxide catalysts."
evolution,"In this paper, we present a new variational formulation for geometric active contours that forces the level set function to be close to a signed distance function, and therefore completely eliminates the need of the costly re-initialization procedure. Our variational formulation consists of an internal energy term that penalizes the deviation of the level set function from a signed distance function, and an external energy term that drives the motion of the zero level set toward the desired image features, such as object boundaries. The resulting evolution of the level set function is the gradient flow that minimizes the overall energy functional. The proposed variational level set formulation has three main advantages over the traditional level set formulations. First, a significantly larger time step can be used for numerically solving the evolution partial differential equation, and therefore speeds up the curve evolution. Second, the level set function can be initialized with general functions that are more efficient to construct and easier to use in practice than the widely used signed distance function. Third, the level set evolution in our formulation can be easily implemented by simple finite difference scheme and is computationally more efficient. The proposed algorithm has been applied to both simulated and real images with promising results."
evolution,"Joan Bybee and her colleagues present a new theory of the evolution of grammar that links structure and meaning in a way that directly challenges most contemporary versions of generative grammar. This study focuses on the use and meaning of grammatical markers of tense, aspect and modality and identifies a universal set of grammatical categories. The authors demonstrate that the semantic content of these categories evolves gradually and that this process of evolution is strikingly similar across unrelated languages. Through a survey of 76 languages in 25 different phyla, the authors show that the same paths of change occur universally and that movement along these paths is in one direction only. This analysis reveals that lexical substance evolves into grammatical substance through various mechanisms of change, such as metaphorical extension and the conventionalization of implicature. Grammaticization is always accompanied by an increase in frequency of the grammatical marker, providing clear evidence that language use is a major factor in the evolution of synchronic language states."
evolution,"Welcome to the city Human populations are shifting en masse to cities, which is leading to rapid increases in the number and extent of urban areas. Such changes are well known to cause declines in many species, but they can also act as alternative selection pressures to which some species are able to adapt. Johnson and Munshi-South review the suite of pressures that urban environments exert, the ways in which species may (or may not) adapt, and the larger impact of these evolutionary events on natural processes and human populations. Understanding such urban evolution patterns will improve our ability to foster species persistence in the face of urbanization and to mitigate some of the challenges, such as disease, that adaptation can bring. Science, this issue p. eaam8327 BACKGROUND The extent of urban areas is increasing around the world, and most humans now live in cities. Urbanization results in dramatic environmental change, including increased temperatures, more impervious surface cover, altered hydrology, and elevated pollution. Urban areas also host more non-native species and reduced abundance and diversity of many native species. These environmental changes brought by global urbanization are creating novel ecosystems with unknown consequences for the evolution of life. Here, we consider how early human settlements led to the evolution of human commensals, including some of the most notorious pests and disease vectors. We also comprehensively review how contemporary urbanization affects the evolution of species that coinhabit cities. ADVANCES A recent surge of research shows that urbanization affects both nonadaptive and adaptive evolution. Some of the clearest results of urban evolution show that cities elevate the strength of random genetic drift (stochastic changes in allele frequencies) and restrict gene flow (the movement of alleles between populations due to dispersal and mating). Populations of native species in cities often represent either relicts that predate urbanization or populations that established after a city formed. Both scenarios frequently result in a loss of genetic diversity within populations and increased differentiation between populations. Fragmentation and urban infrastructure also create barriers to dispersal, and consequently, gene flow is often reduced among city populations, which further contributes to genetic differentiation between populations. The influence of urbanization on mutation and adaptive evolution are less clear. A small number of studies suggest that industrial pollution can elevate mutation rates, but the pervasiveness of this effect is unknown. A better studied phenomenon are the effects of urbanization on evolution by natural selection. A growing number of studies show that plant and animal populations experience divergent selection between urban and nonurban environments. This divergent selection has led to adaptive evolution in life history, morphology, physiology, behavior, and reproductive traits. These adaptations typically evolve in response to pesticide use, pollution, local climate, or the physical structure of cities. Despite these important results, the genetic basis of adaptive evolution is known from only a few cases. Most studies also examine only a few populations in one city, and experimental validation is rare. OUTLOOK The study of evolution in urban areas provides insights into both fundamental and applied problems in biology. The thousands of cities throughout the world share some features while differing in other aspects related to their age, historical context, governmental policies, and local climate. Thus, the phenomenon of global urbanization represents an unintended but highly replicated global study of experimental evolution. We can harness this global urban experiment to understand the repeatability and pace of evolution in response to human activity. Among the most important unresolved questions is, how often do native and exotic species adapt to the particular environmental challenges found in cities? Such adaptations could be the difference as to whether a species persists or vanishes from urban areas. In this way, the study of urban evolution can help us understand how evolution in populations may contribute to conservation of rare species, and how populations can be managed to facilitate the establishment of resilient and sustainable urban ecosystems. In a similar way, understanding evolution in urban areas can lead to improved human health. For example, human pests frequently adapt to pesticides and evade control efforts because of our limited understanding of the size of populations and movement of individuals. Applied evolutionary studies could lead to more effective mitigation of pests and disease agents. The study of urban evolution has rapidly become an important frontier in biology, with implications for healthy and sustainable human populations in urban ecosystems. A gradient in urbanization showing the skyline of Canada’s sixth largest city (Mississauga, Canada) on the horizon, and the Credit Valley and the University of Toronto Mississauga campus in the foreground. PHOTO CREDIT: ARJUN YADAV Our planet is an increasingly urbanized landscape, with over half of the human population residing in cities. Despite advances in urban ecology, we do not adequately understand how urbanization affects the evolution of organisms, nor how this evolution may affect ecosystems and human health. Here, we review evidence for the effects of urbanization on the evolution of microbes, plants, and animals that inhabit cities. Urbanization affects adaptive and nonadaptive evolutionary processes that shape the genetic diversity within and between populations. Rapid adaptation has facilitated the success of some native species in urban areas, but it has also allowed human pests and disease to spread more rapidly. The nascent field of urban evolution brings together efforts to understand evolution in response to environmental change while developing new hypotheses concerning adaptation to urban infrastructure and human socioeconomic activity. The next generation of research on urban evolution will provide critical insight into the importance of evolution for sustainable interactions between humans and our city environments."
evolution,"Defect-rich MoS2 ultrathin nanosheets are synthesized on a gram scale for electrocatalytic hydrogen evolution. The novel defect-rich structure introduces additional active edge sites into the MoS2 ultrathin nanosheets, which significantly improves their electrocatalytic performance. Low onset overpotential and small Tafel slope, along with large cathodic current density and excellent durability, are all achieved for the novel hydrogen-evolution-reaction electrocatalyst."
evolution,"Macroscopic thin liquid films are entities that are important in biophysics, physics, and engineering, as well as in natural settings. They can be composed of common liquids such as water or oil, rheologically complex materials such as polymers solutions or melts, or complex mixtures of phases or components. When the films are subjected to the action of various mechanical, thermal, or structural factors, they display interesting dynamic phenomena such as wave propagation, wave steepening, and development of chaotic responses. Such films can display rupture phenomena creating holes, spreading of fronts, and the development of fingers. In this review a unified mathematical theory is presented that takes advantage of the disparity of the length scales and is based on the asymptotic procedure of reduction of the full set of governing equations and boundary conditions to a simplified, highly nonlinear, evolution equation or to a set of equations. As a result of this long-wave theory, a mathematical system is obtained that does not have the mathematical complexity of the original free-boundary problem but does preserve many of the important features of its physics. The basics of the long-wave theory are explained. If, in addition, the Reynolds number of the flow is notmore » too large, the analogy with Reynolds{close_quote}s theory of lubrication can be drawn. A general nonlinear evolution equation or equations are then derived and various particular cases are considered. Each case contains a discussion of the linear stability properties of the base-state solutions and of the nonlinear spatiotemporal evolution of the interface (and other scalar variables, such as temperature or solute concentration). The cases reducing to a single highly nonlinear evolution equation are first examined. (Abstract Truncated)« less"
evolution,Life history variations: a first look. Quantitative genetic background. Life history theory: a framework. Methods of analysis. The age schedules of birth and death. The cost of reproduction. Age and size at maturity. Reproductive effort. Clutch size. Offspring size. Final thoughts. Index.
